,Sys no.,Link,Title,Subject: 650 field only,Questions,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Best Bets
MH,3374943,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3374943",Statista,Marketing research--Databases.;Market surveys--Databases.;Industrial statistics--Databases.;Political statistics--Databases.;Population--Statistics--Databases.;Economic indicators--Databases.,,Business,Political Science,Economics,,,
MH,3377312,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3377312",TRACE enhanced historical data,,,Business,,,,,
MH,3381053,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3381053",ProQuest statistical abstract of the U.S.,,,American Studies,Multidisciplinary,,,,
MH,3382229,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3382229",Post-Reformation digital library,Theology--History--16th century--Indexes.;Theology--History--17th century--Indexes.;Theology--History--18th century--Indexes.,,Theology and Religion,,,,,
MH,3385773,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3385773",Digital theatre plus,Theater--Great Britain.;Performing arts--Great Britain.;Drama.,,"Film, Television, and Theatre",,,,,
MH,3396037,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3396037",CAG-online :,,,Theology and Religion,,,,,
MH,3396065,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3396065",SIAM e-books,Mathematics.,,Mathematics and Applied Mathematics,,,,,
MH,3396111,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3396111",Art & architecture source,Periodicals--Indexes.;Periodicals--Abstracts.;Art--Periodicals--Indexes.;Arts--Periodicals--Indexes.;Decoration and ornament--Periodicals--Indexes.;Commercial art--Periodicals--Indexes.;Architecture--Periodicals--Indexes.,,Architecture,"Art, Art History, and Design",,,,
MH,3402076,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3402076",Musica,Choruses--Bibliography--Databases.;Choral music--Bibliography--Databases.,,Music,,,,,
MH,3405271,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3405271","Popular culture in Britain and America, 1950-1975 :",Counterculture--Great Britain--History--20th century--Databases.;Counterculture--United States--History--20th century--Databases.;Popular culture--Great Britain--History--20th century--Databases.;Popular culture--United States--History--20th century--Databases.,,History,,,,,
MH,3405397,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3405397",American Indian histories and cultures.,Indians of North America--Sources--Databases.;Indians of North America--History--Sources--Databases.;Indians of North America--Social life and customs--Sources--Databases.;Indians of North America--Maps.,,History,,,,,
MH,3405957,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3405957",Silent film online,Silent films--Databases.,,"Film, Television, and Theatre",,,,,
MH,3410825,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3410825",Gale opposing viewpoints in context.,"Popular culture--United States.;History, Modern--20th century.;History, Modern--21st century.",,Multidisciplinary,,,,,
MH,3410899,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3410899",The First World War.,"World War, 1914-1918--Sources.;World War, 1914-1918--Personal narratives--Databases.;World War, 1914-1918--Pictorial works--Databases.;World War, 1914-1918--Causes--Sources.;World War, 1914-1918--Peace--Sources.;World War, 1914-1918--Propaganda--Sources.;World War, 1914-1918--Atrocities--Sources.;World War, 1914-1918--War work--Sources.;World War, 1914-1918--War work--Red Cross--Sources.;World War, 1914-1918--Women--Sources.;World War, 1914-1918--Conscientious objectors--Sources.;World War, 1914-1918--Trench warfare--Sources.;World War, 1914-1918--Great Britain--Sources.;Recruiting and enlistment--History--Sources.;Militarism--History--Sources.;Soldiers' writings--Sources.;Red Cross and Red Crescent--Sources.;Young Men's Christian associations.;Young Women's Christian associations--Sources.",,History,,,,,
MH,3413208,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3413208",Thesaurus linguae Latinae,Latin language--Dictionaries--Databases.,,Theology and Religion,,,,,
MH,3415824,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3415824",Prosopographie der mittelbyzantinischen Zeit Online =,"Prosopography--Byzantine Empire--Dictionaries--German.;Names, Personal--Byzantine Empire--Dictionaries--German.",,Medieval Studies,,,,,
MH,3420983,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3420983",Momentum Press.,Production engineering.;Mechanical engineering.;Chemical engineering.;Materials science.;Civil engineering.,,Engineering,,,,,
MH,3421089,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3421089",East View Geospatial LandScan Global Archive.,Population--Statistics--Databases.;Population geography--Maps.,,,,,,,
MH,3425899,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3425899",Citation information by NII,Scholarly periodicals--Indexes.;Scholarly periodicals--Japan--Indexes.;Periodicals--Indexes.;Periodicals--Japan--Indexes.,,,,,,,
MH,3432442,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3432442",NDL-OPAC,,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3472458,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3472458",ASCE library,Civil engineering--Periodicals--Abstracts.;Technical literature--Periodicals--Abstracts.;Civil engineering--Databases--Abstracts.,,Civil and Environmental Engineering,Engineering,,,,
MH,3474462,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3474462",Global environment for networked intellectual information,Research--Databases.;Research--Japan--Databases.,,Multidisciplinary,,,,,
MH,3474728,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3474728",Chinese text project /,"Philosophy, Chinese--Sources.;Philosophy, Chinese--To 221 B.C.--Sources.;Philosophy, Chinese--221 B.C.-960 A.D.--Sources.",,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3475582,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3475582",NDL digitized contents,Rare books--Japan.;Japanese literature.,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3482189,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3482189",SPORTDiscus with full text,Sports--Indexes.;Sports--Databases.;Exercise--Indexes.;Exercise--Databases.;Physical fitness--Indexes.;Physical fitness--Databases.;Sports medicine--Indexes.;Sports medicine--Databases.;Coaching (Athletics)--Indexes.;Coaching (Athletics)--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
MH,3487929,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3487929",Klapp-online,French philology--Bibliography--Databases.;French literature--Bibliography--Databases.,,"French Language, Literature, and Culture",,,,,
MH,3502926,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3502926",Global futures intelligence system.,Sustainable development.;Twenty-first century--Forecasts.;Globalization.;Global environmental change.;Forecasting.,,"Biology, Environmental Sciences, and Medicine",,,,,
MH,3589770,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3589770","International historical statistics, 1750-2010 /",,,,,,,,
MH,3608078,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3608078",Knowledge Unlatched.,Open access publishing.;Humanities--Publishing.;Social sciences--Publishing.,,,,,,,
MH,3613564,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3613564",ICPS,,,"Latin American, Iberian, and Latino Studies",Political Science,,,,
MH,3620145,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3620145",Nielsen datasets :,,,Business,,,,,
MH,3652414,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3652414",The Canterbury dictionary of hymnology /,Hymns--Dictionaries.;Hymns--Indexes.,,Music,,,,,
MH,3660145,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3660145",Arte Público Hispanic historical collection.,Hispanic Americans--History--Databases.;Hispanic American literature (Spanish)--Databases.;American literature--Hispanic American authors--Databases.;Hispanic American arts--Databases.,,"Latin American, Iberian, and Latino Studies",History,,,,
MH,3668915,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3668915",Early western Korans,Early printed books.,,"Arabic, Near Eastern, and Islamic Studies",Theology and Religion,,,,
MH,3696445,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3696445",UN comtrade database,Commercial statistics--Databases.;Commercial products--Statistics--Databases.;International trade--Statistics--Databases.,,Business,Economics,,,,
MH,3701929,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3701929",Compendex,Engineering--Indexes--Databases.;Technology--Indexes--Databases.;Engineering--Abstracts--Databases.;Technology--Abstracts--Databases.;Engineering--Periodicals--Indexes.;Technology--Periodicals--Indexes.,,Engineering,,,,,
MH,3717737,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3717737",InCites essential science indicators.,Bibliographical citations--Statistics--Databases.;Citation indexes--Databases.;Science indicators--Databases.;Science--Databases.;Science--Periodicals--Indexes.,,,,,,,
MH,3731920,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3731920",Independent voices.,Underground press publications--Databases.;Ethnic press--Databases.;Sexual minorities--Publishing--Databases.;Right-wing extremists--Publishing--Databases.;Little magazines--Databases.,,,,,,,
MH,3745142,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3745142",Artemis :,"History, Modern--18th century--Sources.;History, Modern--19th century--Sources.;Eighteenth century--Sources.;Nineteenth century--Sources.;Enlightenment--Sources.",,History,,,,,
MH,3747522,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3747522",Index Religiosus :,Theology--Bibliography--Databases.;Church history--Bibliography--Databases.;Religion--Bibliography--Databases.,,Theology and Religion,,,,,
MH,3750758,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3750758",Loeb classical library /,Greek literature--Translations into English.;Latin literature--Translations into English.;Classical literature--Translations into English.,,Classics,,,,,
MH,3750767,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3750767",InCites journal citation reports.,Bibliographical citations--Statistics--Periodicals--Databases.;Science--Periodicals--Statistics--Databases.;Social sciences--Periodicals--Statistics--Databases.;Science--Statistics--Databases.;Social sciences--Statistics--Databases.,,,,,,,
MH,3809163,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3809163",Peace Accords Matrix (PAM):,,,Peace Studies,,,,,
MH,3818099,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3818099",NREL publications,Government publications--United States--Databases.;Renewable energy sources--Research--Databases.;Sustainable development--Technological innovations--Databases.;Research institutes--Information services--Databases.,,"Biology, Environmental Sciences, and Medicine",Civil and Environmental Engineering,,,,
MH,3818100,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3818100",MINABS online,Mineralogy--Abstracts--Databases.;Geochemistry--Abstracts--Databases.,,Civil and Environmental Engineering,,,,,
MH,3818208,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3818208",Classical historiography for Chinese history,,,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3818226,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3818226",Han dian,"Encyclopedias and dictionaries, Chinese--Databases.;Chinese language--Dictionaries--Databases.;Chinese language--History--Databases.",,"East Asian (Chinese, Japanese, and Korean) Studies",,,,,
MH,3818242,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,3818242",Emily Dickinson archive :,,,English Language and Literature,,,,,
